"Espacialidades";"Estado";"Código";"Esperança de vida ao nascer 2000";"Mortalidade infantil 2000";"Taxa de analfabetismo - 15 anos ou mais 2000";"% de pobres 2000";"% de vulneráveis à pobreza 2000"
"Santa Cruz";"RN";2411205;67,14;42,06;32,26;57,7;75,67
"Santana do Matos";"RN";2411403;62,83;59,02;39,3;66,25;87,65
"Santana do Seridó";"RN";2411429;69,17;35,04;25,78;53,58;78,36
"Santo Antônio";"RN";2411502;69,32;34,55;40,55;60,37;79,12
"São Bento do Norte";"RN";2411601;65,57;47,88;30,58;66,65;85,47
"São Bento do Trairí";"RN";2411700;66,74;43,52;38,79;70,43;86,77
"São Fernando";"RN";2411809;69,17;35,04;34,48;46,92;79,12
"São Francisco do Oeste";"RN";2411908;67,67;40,16;33,61;61,64;81,96
"São Gonçalo do Amarante";"RN";2412005;69,11;35,26;23,39;43,92;73,29
"São João do Sabugi";"RN";2412104;70,59;30,48;24,22;44,39;71,31
"São José de Mipibu";"RN";2412203;68,59;36,99;32;56,88;77,7
"São José do Campestre";"RN";2412302;65,77;47,12;37,56;59,56;81,43
"São José do Seridó";"RN";2412401;70,59;30,48;21,59;31,61;63,88
"São Miguel";"RN";2412500;64,87;50,63;40,01;63,41;84,16
"São Miguel do Gostoso";"RN";2412559;64,28;52,99;47,74;69,8;89,57
"São Paulo do Potengi";"RN";2412609;65,1;49,72;34,2;54,09;78,48
"São Pedro";"RN";2412708;69,32;34,55;34,64;64;84
"São Rafael";"RN";2412807;65,89;46,66;38,72;50,98;78,38
"São Tomé";"RN";2412906;63,23;57,33;37,32;60,5;84,47
"São Vicente";"RN";2413003;63,88;54,61;31,35;56,09;81,48
"Senador Elói de Souza";"RN";2413102;61,92;62,95;43,47;66,76;85,34
"Senador Georgino Avelino";"RN";2413201;65,65;47,58;31,48;56,78;82,46
"Serra de São Bento";"RN";2413300;67,15;42,04;43,15;72,42;88,45
"Serra do Mel";"RN";2413359;63,4;56,59;31,13;53,56;81,11
"Serra Negra do Norte";"RN";2413409;70,1;32,02;34,96;50,58;76,93
"Serrinha";"RN";2413508;65,66;47,54;45,36;75,04;89,31
"Serrinha dos Pintos";"RN";2413557;63,72;55,25;30,16;55,67;83,93
"Severiano Melo";"RN";2413607;66,7;43,67;35,96;70,54;86,28
"Sítio Novo";"RN";2413706;65,66;47,54;41,54;71,95;89,55
"Taboleiro Grande";"RN";2413805;66,77;43,38;34,5;44,86;81,61
"Taipu";"RN";2413904;63,4;56,59;38,76;72,99;88,65
"Tangará";"RN";2414001;64,52;52;31,33;63,37;83,97
"Tenente Ananias";"RN";2414100;64,27;53,02;40,13;72,51;88,25
"Tenente Laurentino Cruz";"RN";2414159;60,78;68,12;30,05;59,55;82,98
"Tibau do Sul";"RN";2414209;69,32;34,55;31,62;48,87;74,88
"Timbaúba dos Batistas";"RN";2414308;67,15;42,04;27,32;40,52;71,8
"Touros";"RN";2414407;61;67,13;38,24;65,84;85,61
"Triunfo Potiguar";"RN";2414456;61,52;64,74;39,9;73,28;86,26
"Umarizal";"RN";2414506;64,1;53,71;30,82;56,91;78,84
"Upanema";"RN";2414605;62,39;60,92;35,89;66,18;86,19
"Várzea";"RN";2414704;66,7;43,67;38,9;59,08;80,47
"Venha-Ver";"RN";2414753;61,53;64,69;42,89;82,62;93,27
"Vera Cruz";"RN";2414803;62,47;60,54;44,23;53,02;77,33
"Viçosa";"RN";2414902;63,91;54,49;23,78;68,98;91,49
"Vila Flor";"RN";2415008;64,6;51,69;35,2;64,46;80,4
"Água Branca";"PB";2500106;61,35;55,93;38,47;73,86;89,46
"Aguiar";"PB";2500205;62,13;52,82;45,44;69,71;87,77
"Alagoa Grande";"PB";2500304;66,03;38,83;45,62;59,76;83,85
"Alagoa Nova";"PB";2500403;63,24;48,6;39,15;65,45;85,57
"Alagoinha";"PB";2500502;64,73;43,24;43,84;64,2;83,88
"Alcantil";"PB";2500536;62,47;51,53;33,79;62,21;85,99
"Algodão de Jandaíra";"PB";2500577;61,71;54,49;48,54;67,01;89,27
"Alhandra";"PB";2500601;63,41;47,95;38,13;64,58;83,16
"São João do Rio do Peixe";"PB";2500700;64,36;44,55;34,29;63,29;83,29
"Amparo";"PB";2500734;62,13;52,82;34,44;63,98;86,23
"Aparecida";"PB";2500775;63,56;47,4;36,87;65,6;82,65
"Araçagi";"PB";2500809;62,84;50,09;44,43;66,43;87,42
"Arara";"PB";2500908;60,97;57,48;49,57;58,82;82,61
"Araruna";"PB";2501005;62,12;52,88;48,19;66,64;85,06
"Areia";"PB";2501104;63,56;47,4;38,97;67,78;83,47
"Areia de Baraúnas";"PB";2501153;60,47;59,52;38,2;64,47;89,35
"Areial";"PB";2501203;63,93;46,06;31,17;57,94;85,02
"Aroeiras";"PB";2501302;62,92;49,8;44,1;64,6;85,45
"Assunção";"PB";2501351;61,46;55,49;30,52;61,69;85,3
"Baía da Traição";"PB";2501401;61,4;55,7;36,66;70,1;86,74
"Bananeiras";"PB";2501500;65,5;40,58;46,37;68,16;86,04
"Baraúna";"PB";2501534;60,66;58,76;35,09;62,89;82,84
"Barra de Santana";"PB";2501575;62,12;52,88;40,05;67,87;89,33
"Barra de Santa Rosa";"PB";2501609;63,41;47,95;42,27;66,14;84,52
"Barra de São Miguel";"PB";2501708;60,43;59,7;30,88;61,51;83,75
"Bayeux";"PB";2501807;66,93;35,92;21,31;41,22;70,65
"Belém";"PB";2501906;63,15;48,92;44;60,31;82,74
"Belém do Brejo do Cruz";"PB";2502003;64,64;43,55;46,72;67,07;87,97
"Bernardino Batista";"PB";2502052;60,2;60,68;42,27;75,84;87,74
"Boa Ventura";"PB";2502102;65,03;42,22;37,39;70,27;87,64
"Boa Vista";"PB";2502151;68,11;32,31;21,69;47,72;74,29
"Bom Jesus";"PB";2502201;64,64;43,55;36,14;66,89;84,92
"Bom Sucesso";"PB";2502300;66,5;37,3;35,91;59,36;84,23
"Bonito de Santa Fé";"PB";2502409;64,44;44,27;36,89;65,45;83,06
"Boqueirão";"PB";2502508;63,51;47,59;33,44;56,04;79,34
"Igaracy";"PB";2502607;64,44;44,27;36,69;70,01;82,91
"Borborema";"PB";2502706;63,56;47,4;44,37;65,01;86,77
"Brejo do Cruz";"PB";2502805;67,15;35,24;38,79;51,59;78,12
"Brejo dos Santos";"PB";2502904;63,33;48,28;38,27;59,93;81,89
"Caaporã";"PB";2503001;62,49;51,45;33,24;60,34;83,57
"Cabaceiras";"PB";2503100;66,06;38,73;19,7;56,32;79,37
"Cabedelo";"PB";2503209;67,37;34,54;16,35;30,67;54,79
"Cachoeira dos Índios";"PB";2503308;64,61;43,64;38,65;64,99;85,31
"Cacimba de Areia";"PB";2503407;63,33;48,28;38,14;67,19;85,26
"Cacimba de Dentro";"PB";2503506;64,36;44,55;48,86;71,28;87,92
"Cacimbas";"PB";2503555;58,3;69,03;51,87;80,44;92,28
"Caiçara";"PB";2503605;61,47;55,44;41,09;67,53;86,06
"Cajazeiras";"PB";2503704;68,02;32,57;26,82;46,89;69,73
"Cajazeirinhas";"PB";2503753;64,36;44,55;44,65;72,33;84,02
"Caldas Brandão";"PB";2503803;60,56;59,14;45,79;63,37;88,33
"Camalaú";"PB";2503902;63,24;48,6;40,12;61,05;85,3
"Campina Grande";"PB";2504009;68,02;32,57;17,09;33,44;59,32
"Capim";"PB";2504033;61;57,35;56,64;70,59;92,35
"Caraúbas";"PB";2504074;62,59;51,07;30,52;62,15;83,61
"Carrapateira";"PB";2504108;63,24;48,6;39,03;66,32;83,87
"Casserengue";"PB";2504157;61,33;55,99;56,95;77,43;92,58
"Catingueira";"PB";2504207;62,13;52,82;42,15;65,28;85,68
"Catolé do Rocha";"PB";2504306;66,93;35,92;29,61;54,05;78,56
"Caturité";"PB";2504355;64,44;44,27;29,36;50,84;78,31
"Conceição";"PB";2504405;65,03;42,22;41,15;66,38;84,41
"Condado";"PB";2504504;64,64;43,55;36,72;60,9;83,44
"Conde";"PB";2504603;65,5;40,58;37,69;60,07;80,95
"Congo";"PB";2504702;66,5;37,3;35,24;56,09;82,86
"Coremas";"PB";2504801;64,5;44,05;41,45;63,34;81,23
"Coxixola";"PB";2504850;65,86;39,41;28,88;53,76;81,14
"Cruz do Espírito Santo";"PB";2504900;64,73;43,24;43,65;62,89;85,17
"Cubati";"PB";2505006;62,88;49,94;35,75;55,8;80,7
"Cuité";"PB";2505105;62,92;49,8;40,46;60;82,74
"Cuitegi";"PB";2505204;62,88;49,94;45,43;69,74;86,81
"Cuité de Mamanguape";"PB";2505238;58,31;69,01;49,71;64,68;85,22
"Curral de Cima";"PB";2505279;60,66;58,76;55,27;72,12;87,88
"Curral Velho";"PB";2505303;63,15;48,92;36,88;68,17;90,39
"Damião";"PB";2505352;60,66;58,76;52,47;80,05;92,2
"Desterro";"PB";2505402;61,13;56,8;36,61;66,98;85,69
"Vista Serrana";"PB";2505501;63,56;47,4;32,85;36,05;65,74
"Diamante";"PB";2505600;63,16;48,88;37,68;69,3;90,25
"Dona Inês";"PB";2505709;60,16;60,83;48,51;72,01;86,8
"Duas Estradas";"PB";2505808;64,73;43,24;43,99;66,35;80,67
"Emas";"PB";2505907;64,36;44,55;39,94;77,24;90,17
"Esperança";"PB";2506004;64,61;43,64;33,46;55,86;78,14
"Fagundes";"PB";2506103;62,13;52,82;41,88;68,83;85,15
"Frei Martinho";"PB";2506202;62,88;49,94;32,59;51,2;81,06
"Gado Bravo";"PB";2506251;62,84;50,09;41,91;74,58;90,36
"Guarabira";"PB";2506301;66,93;35,92;28,81;43,77;69,32
"Gurinhém";"PB";2506400;61,33;55,99;49,28;65,66;86,56
"Gurjão";"PB";2506509;62,49;51,45;27,37;53,01;78,02
"Ibiara";"PB";2506608;63,93;46,06;44,35;67,62;89,19
"Imaculada";"PB";2506707;59,77;62,53;36,98;74,03;90,69
"Ingá";"PB";2506806;63,51;47,59;42,97;57,81;78,98
"Itabaiana";"PB";2506905;61;57,35;35,72;55,07;79,54
"Itaporanga";"PB";2507002;62,88;49,94;29,65;54,44;76,49
"Itapororoca";"PB";2507101;62,88;49,94;49,65;60,96;80,93
"Itatuba";"PB";2507200;63,41;47,95;47,58;69,69;87,36
"Jacaraú";"PB";2507309;61,26;56,31;45,72;66,55;85,59
"Jericó";"PB";2507408;65,5;40,58;37,15;58,98;79,48
"João Pessoa";"PB";2507507;68,22;40,4;12,33;22,87;45,42
"Juarez Távora";"PB";2507606;63,51;47,59;43,23;57,76;78,07
"Juazeirinho";"PB";2507705;63,41;47,95;33,55;62,48;84,06
"Junco do Seridó";"PB";2507804;60,2;60,68;31,95;65,04;87,07
"Juripiranga";"PB";2507903;58,7;67,22;46,58;69,93;87,91
"Juru";"PB";2508000;62,13;52,82;40,37;72,28;86,52
"Lagoa";"PB";2508109;62,1;52,95;43,17;70,98;90,15
"Lagoa de Dentro";"PB";2508208;64,61;43,64;41,72;61,06;83,45
"Lagoa Seca";"PB";2508307;62,92;49,8;30,79;51,05;77,88
"Lastro";"PB";2508406;62,92;49,8;38,78;75,13;93,94
"Livramento";"PB";2508505;62,47;51,53;29,83;71,39;89,31
"Logradouro";"PB";2508554;63,51;47,59;41,1;69,82;87,89
"Lucena";"PB";2508604;63,51;47,59;34,5;67,66;86,56
"Mãe D'Água";"PB";2508703;60,96;57,53;39,11;73,13;92,02
"Malta";"PB";2508802;66,18;38,33;36,81;56,14;74,4
"Mamanguape";"PB";2508901;62,47;51,53;38,36;58,05;82,39
"Manaíra";"PB";2509008;58,71;67,18;44,44;72,57;88,88
"Marcação";"PB";2509057;58,64;67,52;49,99;76,28;93,5
"Mari";"PB";2509107;58,3;69,04;46,76;59,76;82,59
"Marizópolis";"PB";2509156;63,51;47,59;37,4;55,02;82,8
"Massaranduba";"PB";2509206;62,92;49,8;43,47;61,23;85,24
"Mataraca";"PB";2509305;58,31;69,01;37,7;63,5;85,7
"Matinhas";"PB";2509339;61,35;55,93;40,71;62,61;85,2
"Mato Grosso";"PB";2509370;63,24;48,6;52,51;57,48;83,17
"Maturéia";"PB";2509396;61,35;55,93;40,31;70,68;90,02
"Mogeiro";"PB";2509404;61,13;56,8;42,97;68,61;87,15
"Montadas";"PB";2509503;62,92;49,8;34,78;59,71;82,15
"Monte Horebe";"PB";2509602;64,64;43,55;38,21;68,92;89,64
"Monteiro";"PB";2509701;60,43;59,7;35,52;54,48;76,35
"Mulungu";"PB";2509800;64,36;44,55;44,24;60,43;84,88
"Natuba";"PB";2509909;60,16;60,83;51,2;70,58;87,91
"Nazarezinho";"PB";2510006;62,39;51,81;39,09;73,55;88,78
"Nova Floresta";"PB";2510105;62,88;49,94;33,38;59,52;82,14
"Nova Olinda";"PB";2510204;63,21;48,71;37,95;73,15;89,2
"Nova Palmeira";"PB";2510303;63,33;48,28;27,57;58,27;85,01
"Olho D'Água";"PB";2510402;63,52;47,55;40,24;76,76;90,12
"Olivedos";"PB";2510501;63,16;48,88;31,46;55,93;81,99
"Ouro Velho";"PB";2510600;63,51;47,59;29,55;51,52;78,13
"Parari";"PB";2510659;62,13;52,82;24,07;51,9;75,25
"Passagem";"PB";2510709;65,86;39,41;32,46;61,18;81,02
"Patos";"PB";2510808;68,11;32,31;24,94;38,31;66,96
"Paulista";"PB";2510907;63,56;47,4;41,88;59,2;80,93
"Pedra Branca";"PB";2511004;63,16;48,88;31,11;71,31;85,43
"Pedra Lavrada";"PB";2511103;61,26;56,31;35,6;65,69;86,46
"Pedras de Fogo";"PB";2511202;63,52;47,55;44,88;62,76;86,37
"Piancó";"PB";2511301;65,39;40,98;35,87;55,32;78,72
"Picuí";"PB";2511400;62,88;49,94;34,96;59,74;80,08
"Pilar";"PB";2511509;63,52;47,55;40,1;60,17;85,7
"Pilões";"PB";2511608;63,51;47,59;45,87;71,92;90,13
"Pilõezinhos";"PB";2511707;67,27;34,85;50,27;72,88;88,81
"Pirpirituba";"PB";2511806;62,84;50,09;37,85;58,24;80,42
"Pitimbu";"PB";2511905;63,51;47,59;38,45;66,61;86,09
"Pocinhos";"PB";2512002;64,36;44,55;34,12;62,17;83,41
"Poço Dantas";"PB";2512036;58,64;67,52;53,49;76,3;93,35
"Poço de José de Moura";"PB";2512077;64,73;43,24;36,86;59,87;79,96
"Pombal";"PB";2512101;66,22;38,23;31,81;49,35;72,69
"Prata";"PB";2512200;63,51;47,59;35,13;58,15;82,57
"Princesa Isabel";"PB";2512309;62,59;51,05;32,79;54,14;76,84
"Puxinanã";"PB";2512408;64,31;44,7;28,13;66,17;87,31
"Queimadas";"PB";2512507;64,5;44,05;31,99;56,59;80,9
"Quixabá";"PB";2512606;61,26;56,31;34,44;55,08;86,28
"Remígio";"PB";2512705;65,03;42,22;38,72;58,11;79,72
"Pedro Régis";"PB";2512721;63,41;47,95;52,5;68,08;86,97
"Riachão";"PB";2512747;64,64;43,55;44,96;70,44;86,8
"Riachão do Bacamarte";"PB";2512754;60,97;57,48;43,36;59,5;80,57
"Riachão do Poço";"PB";2512762;62,84;50,09;44,25;65,33;85,76
"Riacho de Santo Antônio";"PB";2512788;62,13;52,82;37,39;67,78;90,22
"Riacho dos Cavalos";"PB";2512804;63,21;48,71;42,86;65,01;88,5
"Rio Tinto";"PB";2512903;62,88;49,94;33,72;53,01;80,17
"Salgadinho";"PB";2513000;62,84;50,09;41,49;65,52;86,61
"Salgado de São Félix";"PB";2513109;63,21;48,71;43,8;64,42;86,72
"Santa Cecília";"PB";2513158;59,77;62,53;50,29;81,14;92,54
"Santa Cruz";"PB";2513208;65,86;39,41;30,43;60,38;82,38
"Santa Helena";"PB";2513307;64,36;44,55;34,84;55,87;81
"Santa Inês";"PB";2513356;60,76;58,34;44,63;81,48;93,16
"Santa Luzia";"PB";2513406;67,27;34,85;26,22;45,82;74,6
"Santana de Mangueira";"PB";2513505;63,15;48,92;46,11;78,6;91,85
"Santana dos Garrotes";"PB";2513604;66,18;38,33;35,83;68,14;86,88
"Santarém";"PB";2513653;63,51;47,59;37,43;70,06;89,23
"Santa Rita";"PB";2513703;67,15;35,24;29,63;46,95;76,05
"Santa Teresinha";"PB";2513802;68,11;32,31;35,84;66,5;83,29
"Santo André";"PB";2513851;64,5;44,05;29,47;59,51;83,81
"São Bento";"PB";2513901;67,54;34,04;38,48;46,25;74,79
"São Bentinho";"PB";2513927;65,86;39,41;34,61;60,68;86,77
"São Domingos do Cariri";"PB";2513943;70,51;25,52;27,62;41,34;75,3
"São Domingos";"PB";2513968;62,12;52,88;40,95;69,52;83,44
"São Francisco";"PB";2513984;63,56;47,4;35,62;65,38;88,5
"São João do Cariri";"PB";2514008;66,06;38,73;24,2;47,03;76,05
"São João do Tigre";"PB";2514107;63,16;48,88;46,77;73,41;88,9
"São José da Lagoa Tapada";"PB";2514206;62,39;51,81;49,55;71,82;90,16
"São José de Caiana";"PB";2514305;63,16;48,88;42,62;74,85;90,35
"São José de Espinharas";"PB";2514404;65,03;42,22;34,15;61,28;87,19
"São José dos Ramos";"PB";2514453;62,39;51,81;53,01;73,7;86,82
"São José de Piranhas";"PB";2514503;63,52;47,55;35,18;61,68;82,48
"São José de Princesa";"PB";2514552;64,73;43,24;35,74;67,45;84,79
"São José do Bonfim";"PB";2514602;60,14;60,91;38,7;64,37;87,99
"São José do Brejo do Cruz";"PB";2514651;63,41;47,95;39,73;54,75;89,25
"São José do Sabugi";"PB";2514701;67,15;35,24;30,01;53,37;80,86
"São José dos Cordeiros";"PB";2514800;63,93;46,06;30,54;66,87;82,83
"São Mamede";"PB";2514909;64,44;44,27;29,64;54,3;79,76
"São Miguel de Taipu";"PB";2515005;60,96;57,53;46,38;67,99;89,08
"São Sebastião de Lagoa de Roça";"PB";2515104;64,7;43,35;35,1;56,82;80,65
"São Sebastião do Umbuzeiro";"PB";2515203;63,51;47,59;40,19;50,2;79,58
"Sapé";"PB";2515302;61,33;55,99;39,77;62,47;84,19
"Seridó";"PB";2515401;60,66;58,76;34,72;71,65;90,05
"Serra Branca";"PB";2515500;64,5;44,05;26,7;50,91;74,65
"Serra da Raiz";"PB";2515609;65,03;42,22;40,43;64,55;89,07
"Serra Grande";"PB";2515708;63,21;48,71;41,33;57,58;79,12
"Serra Redonda";"PB";2515807;62,92;49,8;40,04;51,99;82,06
"Serraria";"PB";2515906;64,64;43,55;44,65;67,28;86,53
"Sertãozinho";"PB";2515930;63,15;48,92;36,22;53,08;87,02
"Sobrado";"PB";2515971;63,21;48,71;44,81;65,12;85,32
"Solânea";"PB";2516003;64,7;43,35;43,02;58,58;78,93
"Soledade";"PB";2516102;63,21;48,71;27,49;56,09;78,59
"Sossêgo";"PB";2516151;62,92;49,8;44,26;67,78;91,24
"Sousa";"PB";2516201;66,93;35,92;28,15;44,24;70,42
"Sumé";"PB";2516300;66,49;37,33;30,08;56,35;81,23
"Tacima";"PB";2516409;62,12;52,88;46,6;67,94;87,16
"Taperoá";"PB";2516508;62,88;49,94;34,25;65,36;84,04
"Tavares";"PB";2516607;64,36;44,55;39,72;69,13;89,58
"Teixeira";"PB";2516706;62,59;51,05;32,52;65,42;82,73
"Tenório";"PB";2516755;60,2;60,68;39,01;61,36;82,66
"Triunfo";"PB";2516805;64,36;44,55;37,84;65,05;82,61
"Uiraúna";"PB";2516904;65,5;40,58;34,33;57,09;77,4
"Umbuzeiro";"PB";2517001;61,35;55,93;47,77;70,3;86,37
"Várzea";"PB";2517100;67,27;34,85;16,03;51,52;76,86
"Vieirópolis";"PB";2517209;63,24;48,6;42,85;73,05;89,73
"Zabelê";"PB";2517407;60,74;58,4;36,95;53,1;86,36
"Abreu E Lima";"PE";2600054;67,85;45,63;14,26;35,49;66,23
"Afogados da Ingazeira";"PE";2600104;68,66;42,39;29,48;51,43;74,65
"Afrânio";"PE";2600203;66,2;52,58;35,68;68,68;86,06
"Agrestina";"PE";2600302;64,41;60,72;42,96;55,53;77,61
"Água Preta";"PE";2600401;65,6;55,24;39,41;68,9;86,71
"Águas Belas";"PE";2600500;59,69;85,29;51,56;70,4;87,14
"Alagoinha";"PE";2600609;65,79;54,41;35,4;60,02;78,36
"Aliança";"PE";2600708;65,56;55,42;36,57;65,37;86,36
"Altinho";"PE";2600807;65,56;55,42;43,87;59,94;79,83
"Amaraji";"PE";2600906;66,3;52,18;36,91;62,41;83,27
"Angelim";"PE";2601003;62,61;69,55;39,03;66,33;86,21
"Araçoiaba";"PE";2601052;66,49;51,32;37,5;66,56;88,27
"Araripina";"PE";2601102;67,72;46,14;34,56;61,76;80,12
"Arcoverde";"PE";2601201;68,26;43,96;24,06;42,02;65,4
"Barra de Guabiraba";"PE";2601300;60,85;78,79;45,94;65,05;83,46
"Barreiros";"PE";2601409;64;62,69;30,76;60,89;81,64
"Belém de Maria";"PE";2601508;62,6;69,58;41,95;69,33;87,34
"Belém do São Francisco";"PE";2601607;67,36;47,66;33,02;60,08;78,83
"Belo Jardim";"PE";2601706;64,12;62,1;35,46;48,92;73,24
"Betânia";"PE";2601805;64,79;58,96;38,45;73,18;91,11
"Bezerros";"PE";2601904;62,85;68,33;36,99;44,58;73
"Bodocó";"PE";2602001;66,16;52,77;39,85;71,03;89,44
"Bom Conselho";"PE";2602100;60,3;81,84;42,49;65,1;84,3
"Bom Jardim";"PE";2602209;65,05;57,74;38,05;64,53;84,84
"Bonito";"PE";2602308;62,45;70,39;40,77;63,87;80,2
"Brejão";"PE";2602407;61,06;77,67;42,63;68,84;89,13
"Brejinho";"PE";2602506;61,78;73,83;35,55;68,02;86,73
"Brejo da Madre de Deus";"PE";2602605;62,45;70,35;45,69;52,56;78,01
"Buenos Aires";"PE";2602704;66,2;52,58;35,2;61,75;87,3
"Buíque";"PE";2602803;66,49;51,32;52,01;74,05;88,08
"Cabo de Santo Agostinho";"PE";2602902;69,02;40,97;20,4;43,26;69,74
"Cabrobó";"PE";2603009;67,46;47,24;32,5;57,53;78,78
"Cachoeirinha";"PE";2603108;67,36;47,66;39,82;44,03;71,45
"Caetés";"PE";2603207;61,52;75,24;50,33;76,02;89,1
"Calçado";"PE";2603306;61,34;76,17;41,52;65,63;83,32
"Calumbi";"PE";2603405;61,78;73,83;39,09;69,34;86,09
"Camaragibe";"PE";2603454;70,66;34,81;15,74;35,55;64,24
"Camocim de São Félix";"PE";2603504;64,67;59,51;39,81;51,23;76,47
"Camutanga";"PE";2603603;67,36;47,66;34,54;64,58;82,81
"Canhotinho";"PE";2603702;62,57;69,72;45,11;63,49;84,49
"Capoeiras";"PE";2603801;63,33;65,97;43,93;67,63;85,57
"Carnaíba";"PE";2603900;61,78;73,83;37,72;66,57;84,95
"Carnaubeira da Penha";"PE";2603926;62,62;69,48;42,8;84,9;93,64
"Carpina";"PE";2604007;70,62;34,96;22,99;44,1;71,11
"Caruaru";"PE";2604106;67,36;47,66;22,55;28,89;55,04
"Casinhas";"PE";2604155;62,22;71,52;42,82;64,3;86,36
"Catende";"PE";2604205;66,21;52,57;33,94;56,2;76,61
"Cedro";"PE";2604304;65,57;55,39;33,65;63,05;82,45
"Chã de Alegria";"PE";2604403;66,2;52,58;36,52;70,8;89,35
"Chã Grande";"PE";2604502;65,84;54,2;41,44;51,97;79,31
"Condado";"PE";2604601;65,74;54,65;32,67;60,8;80,21
"Correntes";"PE";2604700;60,51;80,65;42,28;66,54;82
"Cortês";"PE";2604809;59,33;87,32;36,09;66,68;86,57
"Cumaru";"PE";2604908;64,4;60,78;40,72;76,13;91,55
"Cupira";"PE";2605004;64,16;61,94;42,38;51,9;77,95
"Custódia";"PE";2605103;64,44;60,62;36,7;54,24;78,91
"Dormentes";"PE";2605152;63,7;64,15;38,05;72,29;88,79
"Escada";"PE";2605202;66,21;52,57;30,28;55,57;79,41
"Exu";"PE";2605301;64,12;62,1;37,93;75,99;88,81
"Feira Nova";"PE";2605400;65,56;55,42;39,07;59,74;82,66
"Fernando de Noronha";"PE";2605459;74,75;21,4;6,87;0,98;7,19
"Ferreiros";"PE";2605509;66,2;52,58;34,34;61,73;83,31
"Flores";"PE";2605608;66,16;52,76;38,65;67,32;85,46
"Floresta";"PE";2605707;67,84;45,66;24,19;56,92;77,89
"Frei Miguelinho";"PE";2605806;66,81;49,98;42,45;58,88;80,63
"Gameleira";"PE";2605905;62,6;69,58;37,83;65,96;87,12
"Garanhuns";"PE";2606002;67,36;47,66;24,28;42,42;65,04
"Glória do Goitá";"PE";2606101;66,3;52,18;39,22;65,04;83,9
"Goiana";"PE";2606200;67,84;45,66;25,07;49,47;73,03
"Granito";"PE";2606309;64,44;60,62;38,79;75,08;91,07
"Gravatá";"PE";2606408;65,41;56,11;31,88;45,54;70,74
"Iati";"PE";2606507;63,34;65,9;50,53;78,09;90,16
"Ibimirim";"PE";2606606;61,52;75,23;42,25;72,1;85,24
"Ibirajuba";"PE";2606705;63,34;65,9;45,14;68,28;86,07
"Igarassu";"PE";2606804;67,85;45,63;20,32;44,23;70,2
"Iguaraci";"PE";2606903;63,34;65,9;34,98;65,51;84,82
"Inajá";"PE";2607000;60,81;79,03;45,35;73,46;87,68
"Ingazeira";"PE";2607109;64,56;60,04;33,05;57,69;79,47
"Ipojuca";"PE";2607208;67,72;46,14;30,04;54,06;80,14
"Ipubi";"PE";2607307;64,44;60,62;42,14;71,57;86,03
"Itacuruba";"PE";2607406;65,57;55,39;25,94;51;75,75
"Itaíba";"PE";2607505;62,96;67,8;50,7;69,94;84,67
"Ilha de Itamaracá";"PE";2607604;70,66;34,81;19,52;39,12;68,25
"Itambé";"PE";2607653;60,85;78,79;39,96;66,68;85,81
"Itapetim";"PE";2607703;62,22;71,55;30,09;58,46;77,41
"Itapissuma";"PE";2607752;67,85;45,63;25,94;50,73;75,21
"Itaquitinga";"PE";2607802;59,69;85,29;34,64;68,19;86,96
"Jaboatão dos Guararapes";"PE";2607901;72,8;27,49;13,19;32,11;58,07
"Jaqueira";"PE";2607950;62,12;72,06;39,94;74,89;87,73
"Jataúba";"PE";2608008;63,33;65,97;46,17;67,26;83,23
"Jatobá";"PE";2608057;68,55;42,79;24,09;55,41;76,86
"João Alfredo";"PE";2608107;65,74;54,65;44,09;59,05;80,47
"Joaquim Nabuco";"PE";2608206;62,96;67,8;38,06;67,65;87,09
"Jucati";"PE";2608255;57,81;96,37;43,72;74,32;89,33
"Jupi";"PE";2608305;63,63;64,45;40,35;63,82;80,05
"Jurema";"PE";2608404;58,18;94,11;49,52;63,98;84,61
"Lagoa do Carro";"PE";2608453;65,57;55,39;30,73;52,24;79,63
"Lagoa de Itaenga";"PE";2608503;66,16;52,76;34,34;59,84;82,87
"Lagoa do Ouro";"PE";2608602;62,61;69,55;44,89;72,66;88,96
"Lagoa dos Gatos";"PE";2608701;61,52;75,24;51,78;68,16;85,42
"Lagoa Grande";"PE";2608750;63,7;64,15;34,05;60,17;83,78
"Lajedo";"PE";2608800;63,34;65,9;32,84;50,24;73,79
"Limoeiro";"PE";2608909;69,95;37,44;26,46;45,97;73,07
"Macaparana";"PE";2609006;63,34;65,9;38,69;65,4;81,67
"Machados";"PE";2609105;63,34;65,9;41,37;61,46;83,2
"Manari";"PE";2609154;59,33;87,32;57,01;70,81;85,15
"Maraial";"PE";2609204;61,44;75,64;42,77;78,48;90,86
"Mirandiba";"PE";2609303;66,16;52,77;33,44;70,38;89,66
"Moreno";"PE";2609402;67,84;45,66;23,15;51,68;76,85
"Nazaré da Mata";"PE";2609501;67,72;46,14;24,24;49,97;72,56
"Olinda";"PE";2609600;72,32;29,08;9,93;27,54;51,02
"Orobó";"PE";2609709;64,4;60,78;38,64;64,85;83,87
"Orocó";"PE";2609808;66,45;51,51;34,57;57,4;75,64
"Ouricuri";"PE";2609907;64,12;62,1;39,12;67,43;83,78
"Palmares";"PE";2610004;62,87;68,26;27,95;47,64;70,92
"Palmeirina";"PE";2610103;62,61;69,55;44,01;64,74;85,15
