"Espacialidades";"Estado";"Código";"Esperança de vida ao nascer 2010";"Mortalidade infantil 2010";"Taxa de analfabetismo - 15 anos ou mais 2010";"% de pobres 2010";"% de vulneráveis à pobreza 2010"
"Orobó";"PE";2609709;72,19;20,8;29,41;42,83;68,78
"Orocó";"PE";2609808;70,96;24,1;23,97;49,17;73,87
"Ouricuri";"PE";2609907;71,4;22,9;28,77;43,46;69,1
"Palmares";"PE";2610004;69,62;28,1;21,46;32,14;60,34
"Palmeirina";"PE";2610103;65,87;41,2;33,07;47,29;67,85
"Panelas";"PE";2610202;71,68;22,1;38;49,52;71,63
"Paranatama";"PE";2610301;67,17;36,3;37,07;49,1;72,3
"Parnamirim";"PE";2610400;71,58;22,4;24,8;49,35;70,76
"Passira";"PE";2610509;70,78;24,6;32,15;40,63;67,19
"Paudalho";"PE";2610608;71,92;21,5;21,18;30,92;63,96
"Paulista";"PE";2610707;74,77;15;6,13;14,83;37,58
"Pedra";"PE";2610806;69,59;28,2;32,98;46,49;72,15
"Pesqueira";"PE";2610905;70,04;26,8;25,33;39,31;62,5
"Petrolândia";"PE";2611002;70,3;26;18,15;34,12;60,63
"Petrolina";"PE";2611101;72,95;18,67;12,04;19,61;45,73
"Poção";"PE";2611200;65,59;42,3;33,96;48,44;69,21
"Pombos";"PE";2611309;72,42;20,2;28,73;35,01;60,1
"Primavera";"PE";2611408;71,03;23,9;28,18;32,41;62,79
"Quipapá";"PE";2611507;69,57;28,2;36,45;46,59;74,96
"Quixaba";"PE";2611533;70,14;26,5;28,18;44,68;70,86
"Recife";"PE";2611606;74,5;15,56;7,13;13,2;32,91
"Riacho das Almas";"PE";2611705;70,39;25,8;34,47;34,47;61,37
"Ribeirão";"PE";2611804;67,68;34,5;23,29;31,16;61,94
"Rio Formoso";"PE";2611903;73,56;17,4;22,49;34,33;64,32
"Sairé";"PE";2612000;72,05;21,2;33,57;28,7;58,7
"Salgadinho";"PE";2612109;68,77;30,8;43,21;49,62;75,54
"Salgueiro";"PE";2612208;72,92;18,9;16,25;30,1;54,59
"Saloá";"PE";2612307;69,61;28,1;35,05;44,12;66,21
"Sanharó";"PE";2612406;70,47;25,5;25,83;41,54;68,59
"Santa Cruz";"PE";2612455;68,31;32,3;32,51;53,84;75,56
"Santa Cruz da Baixa Verde";"PE";2612471;72,14;20,9;26,02;41,67;67,8
"Santa Cruz do Capibaribe";"PE";2612505;73,35;17,9;16,01;10,26;32,11
"Santa Filomena";"PE";2612554;70,1;26,6;31,93;55,58;80,91
"Santa Maria da Boa Vista";"PE";2612604;71,39;22,9;21,2;43,26;68,46
"Santa Maria do Cambucá";"PE";2612703;69,08;29,8;35,38;33,69;60,68
"Santa Terezinha";"PE";2612802;69,2;29,4;24,7;46,61;67,91
"São Benedito do Sul";"PE";2612901;69,17;29,5;33,36;56,46;78,76
"São Bento do Una";"PE";2613008;72,34;20,4;29,57;41,95;67,59
"São Caitano";"PE";2613107;70,38;25,8;29,38;35,59;59,69
"São João";"PE";2613206;71,09;23,7;32,83;45,26;69,08
"São Joaquim do Monte";"PE";2613305;69,47;28,6;35,12;45,67;69,61
"São José da Coroa Grande";"PE";2613404;69,15;29,6;23,63;43,59;67,54
"São José do Belmonte";"PE";2613503;71,12;23,7;28,22;41,65;65,76
"São José do Egito";"PE";2613602;71,13;23,6;22,1;34,97;59,09
"São Lourenço da Mata";"PE";2613701;72,57;19,8;15,96;26,07;55,22
"São Vicente Ferrer";"PE";2613800;67,9;33,7;30,69;48,74;74,59
"Serra Talhada";"PE";2613909;72,97;18,8;21,03;30,39;54,44
"Serrita";"PE";2614006;70,62;25,1;26,25;49,47;74,2
"Sertânia";"PE";2614105;70,14;26,5;27,18;39,73;64,36
"Sirinhaém";"PE";2614204;70,76;24,7;25,43;34,24;66,08
"Moreilândia";"PE";2614303;71,05;23,9;25,13;53,67;76,15
"Solidão";"PE";2614402;70,27;26,1;25,96;48,01;69,18
"Surubim";"PE";2614501;70,37;25,8;24,87;27,55;54,3
"Tabira";"PE";2614600;71,19;23,5;23,09;37,88;65,75
"Tacaimbó";"PE";2614709;69,86;27,4;36,79;44,15;69,47
"Tacaratu";"PE";2614808;67,63;34,7;25,11;45,82;71,11
"Tamandaré";"PE";2614857;69,71;27,8;22,95;37,67;68,37
"Taquaritinga do Norte";"PE";2615003;72,76;19,3;22,95;16,74;37,38
"Terezinha";"PE";2615102;67,65;34,6;37,15;50,18;73,28
"Terra Nova";"PE";2615201;69,43;28,7;20,94;43,32;69,03
"Timbaúba";"PE";2615300;71,14;23,6;21,39;31,94;60,66
"Toritama";"PE";2615409;72,83;19,2;20,6;9,84;34,43
"Tracunhaém";"PE";2615508;71,58;22,4;25,21;34,14;69,67
"Trindade";"PE";2615607;71,05;23,9;25,56;37,28;64,9
"Triunfo";"PE";2615706;74;16,4;16,95;32,22;54,78
"Tupanatinga";"PE";2615805;69,82;27,5;38,41;62,13;80,89
"Tuparetama";"PE";2615904;69,95;27,1;21,43;25,44;52,28
"Venturosa";"PE";2616001;70,04;26,8;27,6;43,28;66,52
"Verdejante";"PE";2616100;70,62;25,1;26,35;44,76;67,95
"Vertente do Lério";"PE";2616183;68,54;31,5;33,24;42,05;70,16
"Vertentes";"PE";2616209;68,69;31;24,44;27,5;53,23
"Vicência";"PE";2616308;70,26;26,2;23,5;38,9;70,77
"Vitória de Santo Antão";"PE";2616407;71,07;23,8;21,77;25,19;55,68
"Xexéu";"PE";2616506;67,15;36,4;33,29;42,44;70,17
"Água Branca";"AL";2700102;68,7;33,8;30,92;52,87;74,54
"Anadia";"AL";2700201;70,35;28,4;36,16;47,59;72,74
"Arapiraca";"AL";2700300;71,82;22;22,45;26,65;52,64
"Atalaia";"AL";2700409;70,13;29;33,57;42,73;75,74
"Barra de Santo Antônio";"AL";2700508;68,9;33,1;27,94;44,24;73,98
"Barra de São Miguel";"AL";2700607;71,02;26,3;23,71;23,89;54,5
"Batalha";"AL";2700706;70,1;29,2;30,84;39,85;68,54
"Belém";"AL";2700805;70,86;26,8;33,33;37,05;64,41
"Belo Monte";"AL";2700904;68,49;34,5;38,11;60,98;80,99
"Boca da Mata";"AL";2701001;70,47;28;27,32;42,95;70,12
"Branquinha";"AL";2701100;66,96;40,2;41,58;40,52;73,63
"Cacimbinhas";"AL";2701209;66,82;40,6;40,61;48,26;72,19
"Cajueiro";"AL";2701308;66,45;42,1;33,86;40,86;75,91
"Campestre";"AL";2701357;68,73;33,7;32,41;39,34;68,96
"Campo Alegre";"AL";2701407;69,5;31,1;27,41;43,67;76,23
"Campo Grande";"AL";2701506;69,35;31,6;39,27;57,5;81,02
"Canapi";"AL";2701605;68,11;35,9;40,35;60,69;79,8
"Capela";"AL";2701704;69,59;30,8;31,98;43,45;70,52
"Carneiros";"AL";2701803;67,56;37,9;29,96;54,21;74,93
"Chã Preta";"AL";2701902;69,22;32;35,51;49,05;70,36
"Coité do Nóia";"AL";2702009;68,8;33,4;38,95;49,16;73,12
"Colônia Leopoldina";"AL";2702108;66,55;41,7;34,59;45,62;72,36
"Coqueiro Seco";"AL";2702207;70,4;28,2;28,23;31,06;62,66
"Coruripe";"AL";2702306;71,12;26;23,9;33,79;63,87
"Craíbas";"AL";2702355;66,22;43;39,67;51,16;75,77
"Delmiro Gouveia";"AL";2702405;71,42;25,1;23,35;33,1;58,16
"Dois Riachos";"AL";2702504;70,74;27,2;39,13;57,39;77,26
"Estrela de Alagoas";"AL";2702553;68,19;35,6;40,47;52,35;74,73
"Feira Grande";"AL";2702603;69,17;32,2;38,76;55,98;76,89
"Feliz Deserto";"AL";2702702;67,46;38,2;33,5;41,07;70,92
"Flexeiras";"AL";2702801;66,59;41,6;32,2;42,93;74,96
"Girau do Ponciano";"AL";2702900;70,72;27,2;35,97;59,05;80,41
"Ibateguara";"AL";2703007;66,06;43,6;38,75;54,97;80,05
"Igaci";"AL";2703106;71,45;25;38,08;47,63;72,36
"Igreja Nova";"AL";2703205;71,23;25,7;36,97;51,79;76,41
"Inhapi";"AL";2703304;68,09;36;40,36;65,08;84,69
"Jacaré dos Homens";"AL";2703403;70,54;27,8;28,12;46,94;74,63
"Jacuípe";"AL";2703502;70,32;28,5;30,82;44,58;74,6
"Japaratinga";"AL";2703601;69,1;32,4;29,67;41,76;71,05
"Jaramataia";"AL";2703700;67,08;39,7;39,17;50,05;75,85
"Jequiá da Praia";"AL";2703759;71,32;25,4;28,14;51,14;78,12
"Joaquim Gomes";"AL";2703809;70,82;26,9;39,68;50,96;78,04
"Jundiá";"AL";2703908;67,9;36,6;33,73;38,28;71,07
"Junqueiro";"AL";2704005;67,85;36,8;32,26;40,18;65,65
"Lagoa da Canoa";"AL";2704104;67,16;39,4;38,38;47,44;71,03
"Limoeiro de Anadia";"AL";2704203;69,51;31,1;35,1;47,66;76,47
"Maceió";"AL";2704302;72,94;22,02;11,86;15,57;39,1
"Major Isidoro";"AL";2704401;70,31;28,5;35,91;45,15;68,47
"Maragogi";"AL";2704500;70,96;26,5;29,35;44,64;70,26
"Maravilha";"AL";2704609;69,54;31;30,08;50,79;76
"Marechal Deodoro";"AL";2704708;72,55;21,9;21,9;32,01;58,74
"Maribondo";"AL";2704807;70,07;29,2;29,69;34,99;61,09
"Mar Vermelho";"AL";2704906;70,97;26,4;29,99;44,07;69,74
"Mata Grande";"AL";2705002;66,09;43,6;38,79;58,03;76,19
"Matriz de Camaragibe";"AL";2705101;71,62;24,5;31,47;39,73;72
"Messias";"AL";2705200;67,82;36,9;29,9;40,96;69,54
"Minador do Negrão";"AL";2705309;71;26,4;43,89;46,98;71,88
"Monteirópolis";"AL";2705408;67,57;37,8;37,49;56,76;79,24
"Murici";"AL";2705507;66,11;43,5;30,65;42,57;73,07
"Novo Lino";"AL";2705606;66,38;42,4;36,14;47,9;76,62
"Olho D'Água das Flores";"AL";2705705;70,13;29;29,22;42,29;70,83
"Olho D'Água do Casado";"AL";2705804;72,09;23,2;35,08;52,74;73,76
"Olho D'Água Grande";"AL";2705903;65,4;46,4;41,97;66,88;85,85
"Olivença";"AL";2706000;65,63;45,4;36,66;56,57;76,5
"Ouro Branco";"AL";2706109;66,99;40;30,53;48,54;71,93
"Palestina";"AL";2706208;69,08;32,5;34,56;61,71;81,49
"Palmeira dos Índios";"AL";2706307;72,61;21,8;24,41;30,72;56,82
"Pão de Açúcar";"AL";2706406;72,58;21,8;30,72;51,74;74,05
"Pariconha";"AL";2706422;70,23;28,7;31,96;45,24;71,08
"Paripueira";"AL";2706448;71;26,4;24,19;32,54;64,94
"Passo de Camaragibe";"AL";2706505;67,19;39,3;32,23;51,5;78,61
"Paulo Jacinto";"AL";2706604;68,94;33;32;45,09;72,29
"Penedo";"AL";2706703;71,42;25,1;22,83;36,82;62,91
"Piaçabuçu";"AL";2706802;68,59;34,2;31,77;49,21;75,54
"Pilar";"AL";2706901;71,26;25,6;24,48;35,27;67,21
"Pindoba";"AL";2707008;67,16;39,4;35,29;44,63;65,66
"Piranhas";"AL";2707107;72,14;23;30,49;48,72;70,33
"Poço das Trincheiras";"AL";2707206;68,12;35,8;33,63;67,57;84,17
"Porto Calvo";"AL";2707305;68,36;35;28,44;37,71;68,86
"Porto de Pedras";"AL";2707404;71,14;25,9;32,26;51,44;77,1
"Porto Real do Colégio";"AL";2707503;70,46;28;34,46;60,38;79,28
"Quebrangulo";"AL";2707602;71,52;24,8;32,23;49,56;73,86
"Rio Largo";"AL";2707701;72,25;22,8;18,28;24,26;54,81
"Roteiro";"AL";2707800;65,3;46,8;38,03;43,61;78,89
"Santa Luzia do Norte";"AL";2707909;71,17;25,8;23,13;32,72;64,28
"Santana do Ipanema";"AL";2708006;71,17;25,8;28,94;47,02;69,15
"Santana do Mundaú";"AL";2708105;70,13;29;38,72;48,88;74,76
"São Brás";"AL";2708204;68,93;33;34,7;58,31;77,6
"São José da Laje";"AL";2708303;70,28;28,6;31,13;36,67;67,53
"São José da Tapera";"AL";2708402;67,2;39,2;37,04;58,39;78,47
"São Luís do Quitunde";"AL";2708501;67,05;39,8;33,85;43,33;71,95
"São Miguel dos Campos";"AL";2708600;71,21;25,7;21,28;28,11;57,23
"São Miguel dos Milagres";"AL";2708709;70,14;29;28,59;44,22;72,19
"São Sebastião";"AL";2708808;67,81;36,9;37,41;48,58;74,59
"Satuba";"AL";2708907;72,62;21,7;18,53;26,51;58,77
"Senador Rui Palmeira";"AL";2708956;68,67;33,9;36,65;59,76;80,06
"Tanque D'Arca";"AL";2709004;69,85;30;38,52;46,93;73,68
"Taquarana";"AL";2709103;67,61;37,7;37,95;49,78;73,65
"Teotônio Vilela";"AL";2709152;67,01;40;28,87;42,79;72,27
"Traipu";"AL";2709202;70,92;26,6;42,69;63,39;81,35
"União dos Palmares";"AL";2709301;70,83;26,9;31,62;36,82;63,72
"Viçosa";"AL";2709400;70,46;28;33,47;50,85;72,07
"Amparo de São Francisco";"SE";2800100;68,66;31,9;23,84;37,22;68,29
"Aquidabã";"SE";2800209;69,83;28,1;29,5;41,87;67,42
"Aracaju";"SE";2800308;74,36;15,61;6,61;11,11;29,31
"Arauá";"SE";2800407;72;21,8;27,51;43,43;72,52
"Areia Branca";"SE";2800506;71,38;23,5;24,64;33,59;64,85
"Barra dos Coqueiros";"SE";2800605;71,54;23,1;13,3;25,68;51,09
"Boquim";"SE";2800670;71,27;23,8;24,19;39,2;61,63
"Brejo Grande";"SE";2800704;67,03;37,6;31,48;55,65;80,15
"Campo do Brito";"SE";2801009;72,57;20,3;28,17;28,8;56,65
"Canhoba";"SE";2801108;68,3;33,1;32,18;47,32;69,92
"Canindé de São Francisco";"SE";2801207;69,48;29,2;29,96;46,27;72,05
"Capela";"SE";2801306;70,97;24,7;24,8;35,85;63,4
"Carira";"SE";2801405;72,45;20,6;34,82;35,46;62,06
"Carmópolis";"SE";2801504;71,98;21,9;14,46;30,71;58,83
"Cedro de São João";"SE";2801603;68,83;31,3;21,18;32,16;60,95
"Cristinápolis";"SE";2801702;70,27;26,7;30,45;43,75;73,35
"Cumbe";"SE";2801900;69,9;27,9;26,52;36,82;66,44
"Divina Pastora";"SE";2802007;70,17;27;23,15;28,74;60,71
"Estância";"SE";2802106;71,94;22;17,89;27,5;53,95
"Feira Nova";"SE";2802205;71,39;23,5;30,24;42,51;71,01
"Frei Paulo";"SE";2802304;71,09;24,3;26,55;22,1;49,44
"Gararu";"SE";2802403;71,95;22;30,77;54,22;74,95
"General Maynard";"SE";2802502;71,53;23,1;15,23;30,98;59,21
"Gracho Cardoso";"SE";2802601;68,76;31,5;29,95;45,18;70,48
"Ilha das Flores";"SE";2802700;69,1;30,4;25,71;58,57;82,03
"Indiaroba";"SE";2802809;71,31;23,7;26,72;50,58;74,63
"Itabaiana";"SE";2802908;73,03;15,52;21,79;21,91;48,29
"Itabaianinha";"SE";2803005;70,66;25,6;29,83;44,39;70,44
"Itabi";"SE";2803104;69,86;28;30,87;36,88;66,12
"Itaporanga D'Ajuda";"SE";2803203;71,72;22,6;24,55;42,21;69,53
"Japaratuba";"SE";2803302;70,39;26,4;20,58;34,75;63,69
"Japoatã";"SE";2803401;67,01;37,7;30,84;42,52;71,84
"Lagarto";"SE";2803500;71,5;28,13;25,32;28,14;54,34
"Laranjeiras";"SE";2803609;71,3;23,8;15,66;31,34;64,07
"Macambira";"SE";2803708;68,66;31,8;31,5;33,44;61,57
"Malhada dos Bois";"SE";2803807;68,31;33;23,66;36,58;69,17
"Malhador";"SE";2803906;71,87;22,2;24,73;31,69;58,39
"Maruim";"SE";2804003;71,85;22,2;17,66;31,62;59,83
"Moita Bonita";"SE";2804102;72,53;20,4;26,52;29,29;55,73
"Monte Alegre de Sergipe";"SE";2804201;68,54;32,3;33,83;51,29;74,88
"Muribeca";"SE";2804300;71,24;23,9;24,69;34,21;65,29
"Neópolis";"SE";2804409;67,13;37,2;22,72;40,49;65,59
"Nossa Senhora Aparecida";"SE";2804458;71,45;23,3;37,75;45,52;66,17
"Nossa Senhora da Glória";"SE";2804508;70,02;27,5;26,69;34,64;61,65
"Nossa Senhora das Dores";"SE";2804607;69,93;27,8;28,39;37,9;64,95
"Nossa Senhora de Lourdes";"SE";2804706;68,13;33,6;28,91;39,99;69,29
"Nossa Senhora do Socorro";"SE";2804805;73,64;17,7;10,69;21,41;49,69
"Pacatuba";"SE";2804904;68,84;31,2;29,42;57,79;79,56
"Pedra Mole";"SE";2805000;66,88;38,1;27,72;32,91;61,13
"Pedrinhas";"SE";2805109;70,01;27,5;26,65;39,87;69,91
"Pinhão";"SE";2805208;67,63;35,4;30,16;23,92;59,47
"Pirambu";"SE";2805307;70,86;25;20,03;43,42;70,88
"Poço Redondo";"SE";2805406;70,58;25,8;35,58;58,45;78,45
"Poço Verde";"SE";2805505;70,08;27,3;29,85;40,04;66,49
"Porto da Folha";"SE";2805604;69,36;29,6;31,51;53,99;75,62
"Propriá";"SE";2805703;71,58;23;18,68;31,99;53,9
"Riachão do Dantas";"SE";2805802;71,87;22,2;29,23;50,24;75,79
"Riachuelo";"SE";2805901;70,96;24,7;17,01;33,94;62,96
"Ribeirópolis";"SE";2806008;71,15;24,2;28,5;24,36;51,92
"Rosário do Catete";"SE";2806107;68,84;31,3;14,14;31,42;58,06
"Salgado";"SE";2806206;72,35;20,9;27,47;36,46;63,06
"Santa Luzia do Itanhy";"SE";2806305;70,82;25,1;33,03;54,89;79,34
"Santana do São Francisco";"SE";2806404;67,98;34,2;21,02;43,24;71,59
"Santa Rosa de Lima";"SE";2806503;70,94;24,8;27,17;42,37;77,04
"Santo Amaro das Brotas";"SE";2806602;71,7;22,6;18,89;36,16;58,19
"São Cristóvão";"SE";2806701;73,01;18,77;12,8;22,97;48,51
"São Domingos";"SE";2806800;70,36;26,5;33,36;28,01;59,92
"São Francisco";"SE";2806909;68,89;31,1;26,72;39;68,83
"São Miguel do Aleixo";"SE";2807006;70,16;27,1;33,54;36,47;65,38
"Simão Dias";"SE";2807105;71,51;23,2;26,78;35,11;59,42
"Siriri";"SE";2807204;69,42;29,4;20,69;38,16;66,83
"Telha";"SE";2807303;68,31;33;27,33;37,53;66,74
"Tobias Barreto";"SE";2807402;67,13;37,2;28,34;34,71;60
"Tomar do Geru";"SE";2807501;69,73;28,4;32,08;51,11;76,21
"Umbaúba";"SE";2807600;68,15;33,6;24,73;35,98;66,48
"Abaíra";"BA";2900108;69,76;28,1;19,45;31,74;56,78
"Abaré";"BA";2900207;71,55;22,9;26,85;47,77;76,79
"Acajutiba";"BA";2900306;68,39;32,6;22,31;48,78;70,39
"Adustina";"BA";2900355;68,07;33,7;35,53;49,98;73,31
"Água Fria";"BA";2900405;69,79;28;27,26;50,3;74,61
"Érico Cardoso";"BA";2900504;70,47;26;30,27;36,75;61,85
"Aiquara";"BA";2900603;69;30,6;23,76;27,11;63,9
"Alagoinhas";"BA";2900702;72,39;21,84;10,11;19,42;42,94
"Alcobaça";"BA";2900801;71,28;23,6;23,59;32,69;59,09
"Almadina";"BA";2900900;70,07;27,2;31,82;38,08;66,86
"Amargosa";"BA";2901007;73,4;18,1;20,85;33,42;58,97
"Amélia Rodrigues";"BA";2901106;73,59;17,7;13,22;28,19;52,2
"América Dourada";"BA";2901155;70,05;27,2;27,53;52,57;77,68
"Anagé";"BA";2901205;71,27;23,7;33,89;39,06;66,3
"Andaraí";"BA";2901304;70,84;24,9;26,56;53,89;78,63
"Andorinha";"BA";2901353;68,88;30,9;25,71;39,45;63,32
"Angical";"BA";2901403;71,67;22,6;24,54;41,72;66,6
"Anguera";"BA";2901502;70,94;24,6;22,7;38,32;69,04
"Antas";"BA";2901601;69,35;29,4;28,33;38,43;64,12
"Antônio Cardoso";"BA";2901700;71,06;24,3;29,07;37,58;64,98
"Antônio Gonçalves";"BA";2901809;69,45;29,1;19,72;35,74;62,65
"Aporá";"BA";2901908;70,05;27,3;27,81;55,3;74,62
"Apuarema";"BA";2901957;69,09;30,3;31,03;39,49;67,51
"Aracatu";"BA";2902005;70,25;26,6;29,35;28,51;53,77
"Araças";"BA";2902054;69,65;28,5;23,15;45,82;70,39
"Araci";"BA";2902104;69,79;28;34,37;52,7;74,56
"Aramari";"BA";2902203;70,63;25,5;19,58;39,06;65,79
"Arataca";"BA";2902252;70,46;26;31,58;38,64;70,48
"Aratuípe";"BA";2902302;70,2;26,8;24,62;39,85;68,38
"Aurelino Leal";"BA";2902401;70,55;25,8;26,72;36,6;68,88
"Baianópolis";"BA";2902500;70,8;25;30,64;49,22;70,39
"Baixa Grande";"BA";2902609;71,49;23,1;25,56;45,3;69,51
"Banzaê";"BA";2902658;71,15;24;26,34;39,9;68,07
"Barra";"BA";2902708;69,99;27,4;23,54;59,44;78,31
"Barra da Estiva";"BA";2902807;67,99;34;18,03;41,63;69,8
"Barra do Choça";"BA";2902906;71,21;23,8;27,71;31,84;63,44
"Barra do Mendes";"BA";2903003;72,04;21,6;14,72;42,11;65,21
"Barra do Rocha";"BA";2903102;67,29;36,4;26,79;34,9;64,68
"Barreiras";"BA";2903201;73,43;18,1;10,33;16,27;40,62
"Barro Alto";"BA";2903235;69,36;29,4;18,21;44,24;66,09
"Barrocas";"BA";2903276;72,18;21,2;19,7;32,83;60,28
"Barro Preto";"BA";2903300;69,63;28,6;26,18;34,48;65,52
"Belmonte";"BA";2903409;71,26;23,7;24,76;35,61;66,96
"Belo Campo";"BA";2903508;70,59;25,6;26,12;39,69;65,04
"Biritinga";"BA";2903607;69,26;29,7;26,14;52,84;74,07
"Boa Nova";"BA";2903706;70,18;26,8;31,7;47,41;73,21
"Boa Vista do Tupim";"BA";2903805;68,75;31,4;30,3;54,52;76,12
"Bom Jesus da Lapa";"BA";2903904;71,51;23;19,18;35,74;60,58
"Bom Jesus da Serra";"BA";2903953;69,95;27,6;27,15;46;71,49
"Boninal";"BA";2904001;72,35;20,8;22,02;40,34;65,52
"Bonito";"BA";2904050;66,12;40,8;20,32;43,9;68,92
"Boquira";"BA";2904100;71,91;21,9;25,81;39,88;62,51
"Botuporã";"BA";2904209;70,24;26,7;26,32;44,86;70,04
"Brejões";"BA";2904308;71,49;23,1;24,27;39,47;69,3
"Brejolândia";"BA";2904407;69,73;28,2;26,31;48,72;75,48
"Brotas de Macaúbas";"BA";2904506;70,24;26,7;21,22;45,57;68,57
"Brumado";"BA";2904605;73,41;18,1;16,28;25,36;51,78
"Buerarema";"BA";2904704;71,33;23,5;23,1;34,68;59,02
"Buritirama";"BA";2904753;70,63;25,5;26,05;56,15;81,48
"Caatiba";"BA";2904803;70,09;27,1;30;24,31;58,41
"Cabaceiras do Paraguaçu";"BA";2904852;70,8;25;26,5;51,63;74,49
"Cachoeira";"BA";2904902;70,72;25,2;16,01;33,83;60,25
"Caculé";"BA";2905008;71,12;24,1;20,17;24,3;49,9
"Caém";"BA";2905107;67,08;37,2;25,16;49,42;73,92
"Caetanos";"BA";2905156;68,47;32,3;27,04;43,74;68,49
"Caetité";"BA";2905206;73,04;19;20,42;32,54;56,26
"Cafarnaum";"BA";2905305;69,03;30,4;21,82;47,13;70,84
"Cairu";"BA";2905404;73,41;18,1;15,53;32,54;60,35
"Caldeirão Grande";"BA";2905503;70,46;26;29,26;52,34;72,97
"Camacan";"BA";2905602;71,07;24,2;22,82;38,74;63,31
"Camaçari";"BA";2905701;72,9;17,37;7,78;16,39;39,6
"Camamu";"BA";2905800;67,61;35,3;26,65;46,39;68,86
"Campo Alegre de Lourdes";"BA";2905909;71,68;22,5;27,96;58,96;77,26
"Campo Formoso";"BA";2906006;69,94;27,6;24,55;46,53;70,45
"Canápolis";"BA";2906105;68,93;30,8;30,9;47,06;71,15
"Canarana";"BA";2906204;69,04;30,4;19,01;42,2;66,14
"Canavieiras";"BA";2906303;72,74;19,8;19,62;30,85;63,26
"Candeal";"BA";2906402;72,19;21,2;25,73;36,55;66,21
"Candeias";"BA";2906501;74,39;15,8;9,08;17,44;42,68
"Candiba";"BA";2906600;69,56;28,8;25,63;29,91;58,04
"Cândido Sales";"BA";2906709;72,9;19,4;26,08;39,5;68,23
"Cansanção";"BA";2906808;69,69;28,4;28,93;53,28;74,59
"Canudos";"BA";2906824;67,42;36;25,23;43,76;70,44
"Capela do Alto Alegre";"BA";2906857;71,21;23,8;27,98;35,22;60,24
"Capim Grosso";"BA";2906873;70,09;27,1;20,75;28,06;56,67
"Caraíbas";"BA";2906899;69,35;29,4;32,86;36,8;63,66
"Caravelas";"BA";2906907;72,46;20,5;24,95;34,46;58,27
"Cardeal da Silva";"BA";2907004;69,09;30,2;23,01;54,04;76,23
"Carinhanha";"BA";2907103;70,77;25,1;25,91;47,47;77,45
"Casa Nova";"BA";2907202;69,16;30;24,86;37,38;64,97
"Castro Alves";"BA";2907301;71,46;23,1;22,66;34,72;63,59
"Catolândia";"BA";2907400;72,13;21,3;25,58;42,42;68,49
"Catu";"BA";2907509;73,86;17;11,12;22,17;46,39
"Caturama";"BA";2907558;71,22;23,8;27,88;42,42;67,37
"Central";"BA";2907608;68,65;31,7;20,01;46,19;72,33
"Chorrochó";"BA";2907707;71,74;22,4;28,38;46,56;73,6
"Cícero Dantas";"BA";2907806;67,73;34,8;32,89;36,83;60,39
"Cipó";"BA";2907905;69,62;28,6;23,83;38,16;64,09
"Coaraci";"BA";2908002;70,69;25,4;23,55;29,86;61,18
"Cocos";"BA";2908101;73,28;18,4;24,88;44,13;67,78
"Conceição da Feira";"BA";2908200;70,93;24,6;16,03;32,84;62,52
"Conceição do Almeida";"BA";2908309;73,31;18,3;20,44;41,69;68,46
"Conceição do Coité";"BA";2908408;70,14;27;19,84;32,42;58,45
"Conceição do Jacuípe";"BA";2908507;72,93;19,3;12,39;21,54;46,99
"Conde";"BA";2908606;67,31;36,3;24,09;56,43;76,77
"Condeúba";"BA";2908705;72,32;20,8;27,24;40,3;65,3
"Contendas do Sincorá";"BA";2908804;66,7;38,6;26,71;35,43;64,03
"Coração de Maria";"BA";2908903;70,74;25,2;21;42,58;68,18
"Cordeiros";"BA";2909000;70,77;25,1;25,58;33,98;62,7
"Coribe";"BA";2909109;73,44;18;28,37;48,62;71,41
"Coronel João Sá";"BA";2909208;67,96;34;39,29;42,31;70,6
"Correntina";"BA";2909307;72,5;20,4;23,46;43,17;63,44
"Cotegipe";"BA";2909406;69,77;28,1;29,82;49,02;71,94
"Cravolândia";"BA";2909505;70,88;24,8;27,78;42,52;70,96
"Crisópolis";"BA";2909604;70,87;24,8;30,66;51,72;74,01
"Cristópolis";"BA";2909703;70,93;24,6;30,2;46,07;68,54
"Cruz das Almas";"BA";2909802;72,74;19,8;11,79;24,93;48,64
"Curaçá";"BA";2909901;71,68;22,5;24,72;43,82;72,24
"Dário Meira";"BA";2910008;71,27;23,7;34,07;53,41;76,35
"Dias D'Ávila";"BA";2910057;73,66;17,5;8,21;20,72;43,2
"Dom Basílio";"BA";2910107;71,97;21,7;23,72;40,89;64,89
"Dom Macedo Costa";"BA";2910206;72,69;19,9;20,79;36,54;61,31
"Elísio Medrado";"BA";2910305;71,6;22,8;25,43;35,13;57,89
"Encruzilhada";"BA";2910404;70,23;26,7;32,75;45,03;73,95
"Entre Rios";"BA";2910503;72,12;21,4;18,07;39,75;65,25
"Esplanada";"BA";2910602;69,38;29,3;21,61;39,21;68,05
"Euclides da Cunha";"BA";2910701;69,94;27,6;27,43;43,14;67,74
"Eunápolis";"BA";2910727;72,46;20,5;14,8;17,93;44,08
"Fátima";"BA";2910750;66,16;40,7;35,08;46,32;68,49
"Feira da Mata";"BA";2910776;70,77;25,1;22,41;50,82;73,81
"Feira de Santana";"BA";2910800;74,2;15,64;9,08;15,8;39,42
"Filadélfia";"BA";2910859;68,56;32;22,52;45,48;70,42
"Firmino Alves";"BA";2910909;66,93;37,8;23,44;24,91;56,51
